color,bestColor,contrast,compliance
#60e080,#0000ff,5.1,AA
#60e0a0,#0000ff,5.18,AA
#60e0c0,#0000ff,5.29,AA
#60e0e0,#0000ff,5.42,AA
#800000,#00ff00,7.98,AAA
#800020,#00ff00,7.89,AAA
#800040,#00ff00,7.68,AAA
#800060,#00ff00,7.33,AAA
#800080,#00ff00,6.86,AA
#8000a0,#00ff00,6.31,AA
#8000c0,#00ff00,5.71,AA
#8000e0,#00ff00,5.11,AA
#802000,#00ff00,7.2,AAA
#802020,#00ff00,7.13,AAA
#802040,#00ff00,6.96,AA
#802060,#00ff00,6.67,AA
#802080,#00ff00,6.28,AA
#8020a0,#00ff00,5.81,AA
#8020c0,#00ff00,5.3,AA
#8020e0,#00ff00,4.78,AA
#804000,#00ff00,5.77,AA
#804020,#00ff00,5.73,AA
#804040,#00ff00,5.62,AA
#804060,#00ff00,5.43,AA
#804080,#00ff00,5.17,AA
#8040a0,#00ff00,4.84,AA
#8040c0,#00ff00,4.48,None
#8040e0,#00ff00,4.11,None
#806000,#00ff00,4.26,None
#806020,#00ff00,4.24,None
#806040,#00ff00,4.18,None
#806060,#00ff00,4.07,None
#806080,#00ff00,3.92,None
#8060a0,#00ff00,3.73,None
#8060c0,#00ff00,3.52,None
#8060e0,#00ff00,3.28,None
#808000,#00ff00,3.06,None
#808020,#00ff00,3.04,None
#808040,#00ff00,3.01,None
#808060,#00ff00,2.96,None
#808080,#00ff00,2.88,None
#8080a0,#00ff00,2.78,None
#8080c0,#00ff00,2.65,None
#8080e0,#00ff00,2.52,None
#80a000,#0000ff,2.84,None
#80a020,#0000ff,2.85,None
#80a040,#0000ff,2.87,None
#80a060,#0000ff,2.91,None
#80a080,#0000ff,2.97,None
#80a0a0,#0000ff,3.05,None
#80a0c0,#0000ff,3.15,None
#80a0e0,#0000ff,3.28,None
#80c000,#0000ff,3.87,None
#80c020,#0000ff,3.88,None
#80c040,#0000ff,3.9,None
#80c060,#0000ff,3.94,None
#80c080,#0000ff,4.0,None
#80c0a0,#0000ff,4.08,None
#80c0c0,#0000ff,4.18,None
#80c0e0,#0000ff,4.31,None
#80e000,#0000ff,5.15,AA
#80e020,#0000ff,5.16,AA
#80e040,#0000ff,5.18,AA
#80e060,#0000ff,5.22,AA
#80e080,#0000ff,5.27,AA
#80e0a0,#0000ff,5.36,AA
#80e0c0,#0000ff,5.46,AA
#80e0e0,#0000ff,5.59,AA
#a00000,#00ff00,6.13,AA
#a00020,#00ff00,6.08,AA
#a00040,#00ff00,5.96,AA
#a00060,#00ff00,5.75,AA
#a00080,#00ff00,5.45,AA
#a000a0,#00ff00,5.1,AA
#a000c0,#00ff00,4.7,AA
#a000e0,#00ff00,4.29,None
#a02000,#00ff00,5.67,AA
#a02020,#00ff00,5.62,AA
#a02040,#00ff00,5.51,AA
#a02060,#00ff00,5.33,AA
#a02080,#00ff00,5.08,AA
#a020a0,#00ff00,4.77,AA
#a020c0,#00ff00,4.42,None
#a020e0,#00ff00,4.05,None
#a04000,#00ff00,4.74,AA
#a04020,#00ff00,4.71,AA
#a04040,#00ff00,4.63,AA
#a04060,#00ff00,4.51,AA
#a04080,#00ff00,4.32,None
#a040a0,#00ff00,4.1,None
#a040c0,#00ff00,3.84,None
#a040e0,#00ff00,3.56,None
#a06000,#00ff00,3.67,None
#a06020,#00ff00,3.65,None
#a06040,#00ff00,3.61,None
#a06060,#00ff00,3.53,None
#a06080,#00ff00,3.42,None
#a060a0,#00ff00,3.27,None
#a060c0,#00ff00,3.1,None
#a060e0,#00ff00,2.92,None
#a08000,#00ff00,2.74,None
#a08020,#00ff00,2.73,None
#a08040,#00ff00,2.71,None
#a08060,#00ff00,2.66,None
#a08080,#00ff00,2.6,None
#a080a0,#00ff00,2.51,None
#a080c0,#0000ff,2.6,None
#a080e0,#0000ff,2.72,None
#a0a000,#0000ff,3.08,None
#a0a020,#0000ff,3.09,None
#a0a040,#0000ff,3.11,None
#a0a060,#0000ff,3.15,None
#a0a080,#0000ff,3.21,None
#a0a0a0,#0000ff,3.29,None
#a0a0c0,#0000ff,3.39,None
#a0a0e0,#0000ff,3.52,None
#a0c000,#0000ff,4.11,None
#a0c020,#0000ff,4.11,None
#a0c040,#0000ff,4.14,None
#a0c060,#0000ff,4.17,None
#a0c080,#0000ff,4.23,None
#a0c0a0,#0000ff,4.31,None
#a0c0c0,#0000ff,4.42,None
#a0c0e0,#0000ff,4.55,AA
#a0e000,#0000ff,5.38,AA
#a0e020,#0000ff,5.39,AA
#a0e040,#0000ff,5.41,AA
#a0e060,#0000ff,5.45,AA
#a0e080,#0000ff,5.51,AA
#a0e0a0,#0000ff,5.59,AA
#a0e0c0,#0000ff,5.69,AA
#a0e0e0,#0000ff,5.82,AA
#c00000,#00ff00,4.72,AA
#c00020,#00ff00,4.69,AA
#c00040,#00ff00,4.62,AA
#c00060,#00ff00,4.49,None
#c00080,#00ff00,4.31,None
#c000a0,#00ff00,4.08,None
#c000c0,#00ff00,3.82,None
#c000e0,#00ff00,3.54,None
#c02000,#00ff00,4.44,None
#c02020,#00ff00,4.41,None
#c02040,#00ff00,4.35,None
#c02060,#00ff00,4.23,None
#c02080,#00ff00,4.07,None
#c020a0,#00ff00,3.87,None
#c020c0,#00ff00,3.64,None
#c020e0,#00ff00,3.38,None
#c04000,#00ff00,3.85,None
#c04020,#00ff00,3.83,None
#c04040,#00ff00,3.78,None
#c04060,#00ff00,3.69,None
#c04080,#00ff00,3.57,None
#c040a0,#00ff00,3.41,None
#c040c0,#00ff00,3.23,None
#c040e0,#00ff00,3.03,None
#c06000,#00ff00,3.11,None
#c06020,#00ff00,3.1,None
#c06040,#00ff00,3.07,None
#c06060,#00ff00,3.01,None
#c06080,#00ff00,2.93,None
#c060a0,#00ff00,2.82,None
#c060c0,#00ff00,2.7,None
#c060e0,#00ff00,2.55,None
#c08000,#0000ff,2.59,None
#c08020,#0000ff,2.6,None
#c08040,#0000ff,2.62,None
#c08060,#0000ff,2.66,None
#c08080,#0000ff,2.72,None
#c080a0,#0000ff,2.8,None
#c080c0,#0000ff,2.9,None
#c080e0,#0000ff,3.03,None
#c0a000,#0000ff,3.38,None
#c0a020,#0000ff,3.39,None
#c0a040,#0000ff,3.41,None
#c0a060,#0000ff,3.45,None
#c0a080,#0000ff,3.51,None
#c0a0a0,#0000ff,3.59,None
#c0a0c0,#0000ff,3.7,None
#c0a0e0,#0000ff,3.82,None
#c0c000,#0000ff,4.41,None
#c0c020,#0000ff,4.42,None
#c0c040,#0000ff,4.44,None
#c0c060,#0000ff,4.48,None
#c0c080,#0000ff,4.54,AA
#c0c0a0,#0000ff,4.62,AA
#c0c0c0,#0000ff,4.72,AA
#c0c0e0,#0000ff,4.85,AA
#c0e000,#0000ff,5.69,AA
#c0e020,#0000ff,5.7,AA
#c0e040,#0000ff,5.72,AA
#c0e060,#0000ff,5.76,AA
#c0e080,#0000ff,5.82,AA
#c0e0a0,#0000ff,5.9,AA
#c0e0c0,#0000ff,6.0,AA
#c0e0e0,#0000ff,6.13,AA
#e00000,#00ff00,3.67,None
#e00020,#00ff00,3.65,None
#e00040,#00ff00,3.61,None
#e00060,#00ff00,3.53,None
#e00080,#00ff00,3.42,None
#e000a0,#00ff00,3.27,None
#e000c0,#00ff00,3.1,None
#e000e0,#00ff00,2.92,None
#e02000,#00ff00,3.5,None
#e02020,#00ff00,3.48,None
#e02040,#00ff00,3.44,None
#e02060,#00ff00,3.37,None
#e02080,#00ff00,3.26,None
#e020a0,#00ff00,3.13,None
#e020c0,#00ff00,2.98,None
#e020e0,#00ff00,2.81,None
#e04000,#00ff00,3.12,None
#e04020,#00ff00,3.11,None
#e04040,#00ff00,3.08,None
#e04060,#00ff00,3.02,None
#e04080,#00ff00,2.93,None
#e040a0,#00ff00,2.83,None
#e040c0,#00ff00,2.7,None
#e040e0,#00ff00,2.56,None
#e06000,#00ff00,2.62,None
#e06020,#00ff00,2.61,None
#e06040,#00ff00,2.59,None
#e06060,#00ff00,2.55,None
#e06080,#0000ff,2.52,None
#e060a0,#0000ff,2.6,None
#e060c0,#0000ff,2.7,None
#e060e0,#0000ff,2.83,None
#e08000,#0000ff,2.97,None
#e08020,#0000ff,2.98,None
#e08040,#0000ff,3.0,None
#e08060,#0000ff,3.04,None
#e08080,#0000ff,3.1,None
#e080a0,#0000ff,3.18,None
#e080c0,#0000ff,3.28,None
#e080e0,#0000ff,3.41,None
#e0a000,#0000ff,3.76,None
#e0a020,#0000ff,3.77,None
#e0a040,#0000ff,3.79,None
#e0a060,#0000ff,3.83,None
#e0a080,#0000ff,3.89,None
#e0a0a0,#0000ff,3.97,None
#e0a0c0,#0000ff,4.07,None
#e0a0e0,#0000ff,4.2,None
#e0c000,#0000ff,4.79,AA
#e0c020,#0000ff,4.8,AA
#e0c040,#0000ff,4.82,AA
#e0c060,#0000ff,4.86,AA
#e0c080,#0000ff,4.92,AA
#e0c0a0,#0000ff,5.0,AA
#e0c0c0,#0000ff,5.1,AA
#e0c0e0,#0000ff,5.23,AA
#e0e000,#0000ff,6.07,AA
#e0e020,#0000ff,6.08,AA
#e0e040,#0000ff,6.1,AA
#e0e060,#0000ff,6.14,AA
#e0e080,#0000ff,6.2,AA
#e0e0a0,#0000ff,6.28,AA
#e0e0c0,#0000ff,6.38,AA
#e0e0e0,#0000ff,6.51,AA
